DTXSID,true_chemname
DTXSID9046100,"6,7-Dimethoxyquinazoline-2,4(1H,3H)-dione"
DTXSID00722311,"7-Chloro-5-(2-fluorophenyl)-3-methyl-2-(nitromethylidene)-2,3-dihydro-4H-1,4-benzodiazepin-4-ol"
DTXSID90550504,"7-{3-[(tert-Butoxycarbonyl)amino]pyrrolidin-1-yl}-8-chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
DTXSID9045342,7-Aminocephalosporanic acid
DTXSID40561640,"7-[(3S)-3-{[N-(tert-Butoxycarbonyl)-L-alanyl]amino}pyrrolidin-1-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid"
DTXSID60459257,Desthiazoximic Acid Ceftiofur
DTXSID70436074,"7-Bromo-1-cyclopropyl-6-fluoro-5-methyl-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
DTXSID90275624,"7-Chloro-6-fluoro-1-(4-fluorophenyl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
DTXSID0057752,7-Chloro-2-methylquinoline
DTXSID10453583,"7-Chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid"
DTXSID9057846,Fluoroquinolonic acid
DTXSID20947640,7-Amino-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
DTXSID4057687,7-Aminodeacetoxycephalosporanic acid
DTXSID90910003,7-Amino-8-oxo-3-(prop-1-en-1-yl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
DTXSID90974867,"7-Chloro-5-(2-fluorophenyl)-2-(nitromethylidene)-2,3-dihydro-1H-1,4-benzodiazepine"
DTXSID30183057,Norfludiazepam
DTXSID90333112,"7-Chloro-1-ethyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
DTXSID90439401,7-Methoxy-6-[3-(morpholin-4-yl)propoxy]quinazolin-4(1H)-one
DTXSID50904746,Sitagliptin phosphate monohydrate
DTXSID90940461,"3-[(3-{[(2-Aminoethyl)sulfanyl]methyl}pyridin-4-yl)sulfanyl]-7-{[2-(5-chloro-2-imino-2,3-dihydro-1,3-thiazol-4-yl)-1-hydroxy-2-(hydroxyimino)ethylidene]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene
-2-carboxylic acid"
DTXSID40433050,7-O-(Triethylsilyl) Baccatin III
DTXSID40471290,7-O-(Triethylsilyl)-10-deacetyl Baccatin III
DTXSID1057616,"3,3-Tetramethyleneglutarimide"
DTXSID60452329,"8-Chloro-6-(2-fluorophenyl)-1-methyl-3a,4-dihydro-3H-imidazo[1,5-a][1,4]benzodiazepine"
DTXSID40191502,N-Methyldesloratadine
DTXSID90208174,"8-Chloro-6-(o-fluorophenyl)-1-methyl-4H-imidazo(1,5-a)(1,4)benzodiazepine-3-carboxylic acid"
DTXSID40185183,"8-Chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-one"
DTXSID10182563,Rucaparib
DTXSID8048737,Imperatorin
DTXSID40692928,Bis(3-(perfluoroethyl)-1-(9-bromononyl)propyl) thioether
DTXSID20724872,"(13R)-10-Hydroxy-13-[(octadec-9-enoyl)oxy]-5,10,16-trioxo-9,11,15-trioxa-6-aza-10lambda~5~-phosphatritriacont-24-en-1-oic acid"
DTXSID60944734,"9-Chloro-5-ethyl-5-hydroxy-10-methyl-12-[(4-methylpiperidin-1-yl)methyl]-1,4,5,13-tetrahydro-3H,15H-oxepino[3',4':6,7]indolizino[1,2-b]quinoline-3,15-dione--hydrogen chloride (1/1)"
DTXSID00203630,alpha-Acetyldigoxin
DTXSID40873336,Lovastatin ammonium salt
DTXSID60449890,Simvastatin ammonium salt
DTXSID3030002,L-Arginine glutamate
DTXSID3074652,"Benzenethiol, 3-methoxy-"
DTXSID50722144,Diphenylmethyl (6R)-3-hydroxy-8-oxo-7-(2-phenylacetamido)-5-thia-1-azabicyclo[4.2.0]octane-2-carboxylate
DTXSID70433260,"Benzyl [(2R,3S)-4-chloro-3-hydroxy-1-(phenylsulfanyl)butan-2-yl]carbamate"
DTXSID40525888,[2-(Benzyloxy)-2-oxoethyl](4-phenylbutyl)phosphinic acid
DTXSID10449901,"[3S-(3S,4aS,8aS,2'R,3'R)]-2-[3'-N-CBz-amino-2'-hydroxy-4'-(phenyl)thio]butyldecahydroisoquinoline-3-N-t-butylcarboxamide"
DTXSID50415463,Benzyl [3-fluoro-4-(morpholin-4-yl)phenyl]carbamate
DTXSID60964356,2-Benzyl-3-hydroxy-2-[hydroxy(imino)methoxy]butanimidic acid
DTXSID90866137,Benzyl (1-amino-3-hydroxy-1-oxobutan-2-yl)carbamate
DTXSID9064508,"2-Pyridinamine, N-(phenylmethyl)-"
DTXSID9048439,N-Methylbenzylamine
DTXSID00178814,"Ethanone, 2-((1,1-dimethylethyl)(phenymethyl)amino)-1-(4-hydroxy-3-(hydroxymethyl)phenyl)-, hydrochloride"
DTXSID60883472,"Hydrazine, 1-methyl-1-phenyl-, sulfate (2:1)"
DTXSID40220785,Bromomethylcyclopropane
DTXSID10911810,Calcium 4-O-hexopyranosylhexonate--water (1/2/2)
DTXSID90955277,Calcium bromide 4-O-hexopyranosylhexonate (1/1/1)
DTXSID90564020,Chloromethyl propan-2-yl carbonate
DTXSID1066445,"Propanoic acid, 2,2-dimethyl-, chloromethyl ester"
DTXSID5022803,Chlorphenesin carbamate
DTXSID20546490,1-[3-(4-Fluorophenoxy)propyl]-3-methoxypiperidin-4-amine
DTXSID10722529,4-[(Benzyloxy)carbonyl]cyclohexan-1-aminium 4-methylbenzene-1-sulfonate
DTXSID20904612,Codeine phosphate hemihydrate
DTXSID3057725,Cyclobutanecarboxylic acid
DTXSID50863369,Cyclohexyl(hydroxy)phenylacetic acid
DTXSID30937416,1-{3-tert-Butoxy-2-[(2-methoxyethoxy)methyl]-3-oxopropyl}cyclopentane-1-carboxylic acid--cyclohexanamine (1/1)
DTXSID50889322,5'-Cytidylic acid
DTXSID4044456,Cytosine
DTXSID50889362,"Benzeneacetic acid, .alpha.-amino-, (.alpha.R)-"
DTXSID4046523,D-(-)-Mandelic acid
DTXSID401014840,D-N-(4-Hydroxyphenyl)glycine
DTXSID00474040,(R)-3-(Acetylthio)isobutyryl Chloride
DTXSID801010888,Deoxyribonuclease
DTXSID70150405,Dexibuprofen lysine anhydrous
DTXSID6033401,Dibenzoyl-L-tartaric acid
DTXSID60724937,"Dibenzyl [2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-yl]phosphonate"
DTXSID9057840,Dienestrol diacetate
DTXSID7057783,Diethyl dipropylmalonate
DTXSID50879622,"L-Glutamic acid, diethyl ester, hydrochloride"
DTXSID60400648,(Diethoxyphosphoryl)methyl 4-methylbenzene-1-sulfonate
DTXSID5052591,Diethyl ethoxymethylenemalonate
DTXSID20470286,Diethyl (1-cyano-3-methylbutyl)propanedioate
DTXSID20443278,AKOS015963235
DTXSID80996179,"Butanoic acid--4,4'-(hex-3-ene-3,4-diyl)diphenol (2/1)"
DTXSID7047146,Diethylstilbestrol dipropionate
DTXSID20920630,5-Methyl-2-(propan-2-yl)cyclohexyl dihydroxyacetate
DTXSID1040667,Diisopropyl fluorophosphate
DTXSID3064986,"Carbonimidodithioic acid, cyano-, dimethyl ester"
DTXSID6049018,Dimethyl chloromalonate
DTXSID10445246,Dimethyl 4-cyano-4-[3-(cyclopentyloxy)-4-methoxyphenyl]heptanedioate
DTXSID80984758,4-(Pyridin-3-yl)pyrimidine-2-thiol
DTXSID40935741,Disodium 2-hydroxy-3-(2-methylpropyl)butanedioate
DTXSID2046541,DL-Lipoamide
DTXSID40861637,"2(3H)-Furanone, dihydro-3-hydroxy-4,4-dimethyl-"
DTXSID80862865,2-Chloro-1-(4-methoxyphenyl)ethan-1-one
DTXSID10417781,Placidyl carbamate
DTXSID90441483,Ethyl 1-methyl-5-nitro-1H-indole-2-carboxylate
DTXSID50431269,"Ethyl 1-cyclopropyl-6,7-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate"
DTXSID60431654,"Ethyl (7-chloro-2,4-dioxo-3,4-dihydroquinazolin-1(2H)-yl)acetate"
DTXSID20465652,"Ethyl {3-[(4-bromo-2-fluorophenyl)methyl]-7-chloro-2,4-dioxo-3,4-dihydroquinazolin-1(2H)-yl}acetate"
DTXSID6057794,"Ethyl (2-formamido-1,3-thiazol-4-yl)glyoxylate"
DTXSID50471266,"Ethyl 7-bromo-1-cyclopropyl-8-(difluoromethoxy)-4-oxo-1,4-dihydroquinoline-3-carboxylate"
DTXSID4059097,"2-Propenoic acid, 2-cyano-3-ethoxy-, ethyl ester"
DTXSID00624043,"Ethyl 1-methyl-5-{[4'-(trifluoromethyl)[1,1'-biphenyl]-2-carbonyl]amino}-1H-indole-2-carboxylate"
DTXSID1057793,Ethyl 2-oxo-4-phenylbutyrate
DTXSID20923848,"Ethyl [(7-{[2-(3-chlorophenyl)-2-hydroxyethyl]amino}-5,6,7,8-tetrahydronaphthalen-2-yl)oxy]acetate--hydrogen chloride (1/1)"
DTXSID90943073,Ethyl 5-(4-amino-3-hydroxybutyl)thiophene-2-carboxylate
DTXSID0057704,Ethyl 4-oxo-1-piperidinecarboxylate
DTXSID40914657,Ethoxy(5H-tetrazol-5-ylidene)methanolate
DTXSID4057766,"Ethyl 4-(5-chloro-2,3-dihydro-2-oxo-1h-benzimidazol-2-yl)piperidine-1-carboxylate"
DTXSID40383501,"Ethyl 4,6-dichloro-3-formyl-1H-indole-2-carboxylate"
DTXSID2057732,Ethyl protocatechuate
DTXSID00699857,"Ethyl N-(4-{4-[N'-(ethoxycarbonyl)carbamimidoyl]phenyl}-1,3-thiazol-2-yl)-N-[1-(2-ethoxy-2-oxoethyl)piperidin-4-yl]-beta-alaninate"
DTXSID70241049,"Ethyl (S)-alpha-((4-(bis(2-chloroethyl)amino)phenyl)methyl)-1,3-dihydro-1,3-dioxo-2H-isoindole-2-acetate monohydrochloride"
DTXSID50443882,5-(4-tert-Butoxycarbonylamino-3(R)-hydroxy-butyl)-thiophene-2-carboxylic acid ethyl ester
DTXSID30361479,"Ethyl 7-chloro-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylate"
DTXSID30565990,3-Ethoxy-3-oxo-2-[(thiophen-2-yl)methyl]propanoic acid
DTXSID80408707,"Ethyl 1-ethyl-6,7,8-trifluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate"
DTXSID0057833,Ethyl 7-chloro-2-oxoheptanoate
DTXSID60699954,Ethyl 5-(but-3-en-1-yl)thiophene-2-carboxylate
DTXSID20370015,Ethyl (2R)-2-hydroxy-4-phenylbutanoate
DTXSID60384893,"Ethyl [3-(cyanomethyl)-4-oxo-3,4-dihydrophthalazin-1-yl]acetate"
DTXSID30233501,Ethyl 4-((1-((4-fluorophenyl)methyl)-1H-benzimidazol-2-yl)amino)piperidine-1-carboxylate
DTXSID20716358,"Ethyl 3-(2-chloro-4,5-difluorophenyl)-3-hydroxyprop-2-enoate"
DTXSID60384090,Ethyl 6-chloronicotinate
DTXSID10450052,ETHYL (1-CYANOCYCLOHEXYL)ACETATE
DTXSID20383842,ethyl 2-chloronicotinate
DTXSID10436073,SCHEMBL5142094
DTXSID90447849,Ethyl 2-(3-formyl-4-isobutoxyphenyl)-4-methylthiazole-5-carboxylate
DTXSID7057785,Ethyl 2-oxopyrrolidin-2-ylacetate
DTXSID80427236,Ethyl Tetrazole-5-Carboxylate
DTXSID9057765,Ethyl 4-(2-amino-4-chloroanilino)piperidine-1-carboxylate
DTXSID30442611,SCHEMBL6996069
DTXSID30943072,"Ethyl 5-(3,4-dihydroxybutyl)thiophene-2-carboxylate"
DTXSID30179415,"4-Hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylic acid ethylester 1,1-dioxide"
DTXSID20242884,"Ethyl (S)-alpha-((4-aminophenyl)methyl)-1,3-dihydro-1,3-dioxo-2H-isoindole-2-acetate monohydrochloride"
DTXSID80217795,Cyclopropylacetylene
DTXSID50962422,"8-Benzyl-3-[3-methyl-5-(propan-2-yl)-4H-1,2,4-triazol-4-yl]-8-azabicyclo[3.2.1]octane"
DTXSID10865405,"3-[(2,3-Dihydro-1H-inden-5-yl)oxy]-3-oxo-2-phenylpropanoic acid"
DTXSID00227114,"Iodomethyl (2S-cis)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylate 4,4-dioxide"
DTXSID60510099,"Propan-2-yl 2,3-dihydro-1H-pyrrolizine-1-carboxylate"
DTXSID20933144,2-(Piperazin-1-yl)-N-(propan-2-yl)pyridin-3-amine
DTXSID10864539,N-[2-Cyano-1-(4-hydroxy-3-methoxyphenyl)propan-2-yl]acetamide
DTXSID80947085,Pentose
DTXSID90973512,4-Iminohomoserine--water (1/1)
DTXSID80474604,L-Phenylalaninamide hydrochloride
DTXSID40656868,Methyl 2-hydroxy-5-(oxoacetyl)benzoate--water (1/1)
DTXSID7057787,Methyl 5-(ethylsulfonyl)-o-anisate
DTXSID7057739,Methyl 4-acetamido-o-anisate
DTXSID10199818,Methyl 1-methylpyrrol-2-acetate
DTXSID4057718,Methyl 5-sulfamoyl-o-anisate
DTXSID90939411,Methyl 2-(3-{3-[2-(7-chloroquinolin-2-yl)ethenyl]phenyl}-3-hydroxypropyl)benzoate
DTXSID10167496,Methyl 3-aminopyrazinecarboxylate
DTXSID90933818,Methyl 2-(3-{3-[2-(7-chloroquinolin-2-yl)ethenyl]phenyl}-3-oxopropyl)benzoate
DTXSID40938878,Methyl hydrogen (4-chloro-3-hydroxy-1-phenylbutan-2-yl)carbonimidate
DTXSID6057740,Methyl 4-acetamido-5-chloro-o-anisate
DTXSID10370605,"methyl 1H-1,2,4-triazole-3-carboxylate"
DTXSID30940288,"N-(2-{[Butoxy(hydroxy)methylidene]amino}-3-methoxy-3-oxopropyl)-2-[3-(4-cyanophenyl)-4,5-dihydro-1,2-oxazol-5-yl]ethanimidic acid"
DTXSID80937300,"Methyl 1-(2H-1,3-benzodioxol-5-yl)-3-(2-hydroxy-4-methoxyphenyl)-5-propoxy-2,3-dihydro-1H-indene-2-carboxylate"
DTXSID60934751,Methyl N-[hydroxy(phenoxy)methylidene]valinate
DTXSID8057645,"Methyl 3-amino-5,6-dichloropyrazine-2-carboxylate"
DTXSID80451435,Methyl 5-(pentafluoroethyl)-2-propyl-1H-imidazole-4-carboxylate
DTXSID90960548,Methyl 7-(3-hydroxy-5-oxocyclopent-1-en-1-yl)heptanoate
DTXSID30212891,Methyl 5-mesyl-o-anisate
DTXSID90352060,Methyl 3-[(2-methoxy-2-oxoethyl)sulfamoyl]thiophene-2-carboxylate
DTXSID70374927,Methyl 4-(bromomethyl)-3-methoxybenzoate
DTXSID40451476,"(4aR,4bS,6aS,7S,9aS,9bS,11aR)-methyl 4a,6a-dimethyl-2-oxo-2,4a,4b,5,6,6a,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-indeno[5,4-f]quinoline-7-carboxylate"
DTXSID00442486,Methyl N-(methoxycarbonyl)-L-phenylalaninate
DTXSID60940716,"Methyl 1-(2H-1,3-benzodioxol-5-yl)-3-[2-(benzyloxy)-4-methoxyphenyl]-5-propoxy-2,3-dihydro-1H-indene-2-carboxylate"
DTXSID40597762,Methyl 2-amino-4-(2H-tetrazol-5-yl)butanoate
DTXSID7051715,Methyl 3-aminocrotonate
DTXSID60722473,Methyl N-[(benzyloxy)carbonyl]-L-valyl-D-isoleucyl-L-threonyl-L-norvalinate
DTXSID10960166,Methyl 2-[(3-nitrophenyl)methylidene]-3-oxobutanoate
DTXSID40584899,N-Methyl-2-(4-nitrophenyl)ethan-1-amine--hydrogen chloride (1/1)
DTXSID8022248,1-(2-Chloroethyl)pyrrolidine hydrochloride
DTXSID40440163,"N-[(4S,6S)-6-Methyl-7,7-dioxo-2-sulfamoyl-4,5,6,7-tetrahydro-7lambda~6~-thieno[2,3-b]thiopyran-4-yl]acetamide"
DTXSID40448528,"1-[(Quinoline-2-carbonyl)oxy]pyrrolidine-2,5-dione"
DTXSID40420182,N-tert-Butyl-3-methylpyridine-2-carboxamide
DTXSID60905047,1-(4-Hydrazinophenyl)-N-methylmethanesulfonamide
DTXSID6048670,Parecoxib sodium
DTXSID8026981,4-(Acetylamino)benzenesulfonyl chloride
DTXSID20950033,N-(1-Hydroxyethylidene)-3-methoxy-O-methyltyrosine
DTXSID1057660,N-(2-(4-sulfamoyl)phenyl)ethyl-5-chloro-2-methoxybenzamide
DTXSID20929441,4-Imino-N-(quinoline-2-carbonyl)homoserine
DTXSID10700367,"N-(3,6-Diphenylhex-5-en-3-yl)cyclopropanecarboxamide"
DTXSID30165570,Ureidovaline
DTXSID1070488,"Propanamide, N-(2-mercaptoethyl)-"
DTXSID30694057,"N-(6-Methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda~6~-thieno[2,3-b]thiopyran-4-yl)acetamide"
DTXSID10184648,"N2,9-Diacetylguanine"
DTXSID80934238,"N-tert-Butyl-3-cyanoandrosta-3,5-diene-17-carboximidic acid"
DTXSID30622118,"N-([1,1'-Biphenyl]-2-yl)-4-(2-methyl-4,5-dihydroimidazo[4,5-d][1]benzazepine-6(3H)-carbonyl)benzamide"
DTXSID60862565,N-Carbobenzoyl-DL-valine
DTXSID10936104,2-{[(Benzyloxy)(hydroxy)methylidene]amino}-3-(phenylsulfanyl)propanoate
DTXSID10921535,Methyl 6-(4-hydroxyanilino)-6-oxohexanoate
DTXSID80233117,N-(4-(Methoxymethyl)piperidin-4-yl)-N-phenylpropionamide hydrochloride
DTXSID2057657,Norfentanyl
DTXSID30436651,"N-(2-Amino-4,6-dichloropyrimidin-5-yl)formamide"
DTXSID50883805,"L-Ornithine, N2-[(1,1-dimethylethoxy)carbonyl]-N5-[imino(nitroamino)methyl]-"
DTXSID20945146,"2,5-Dioxopyrrolidin-1-yl N-[hydroxy(methyl{[2-(propan-2-yl)-1,3-thiazol-4-yl]methyl}amino)methylidene]valinate"
DTXSID50908320,"N~6~-(2,2,2-Trifluoro-1-hydroxyethylidene)lysylproline"
DTXSID20721588,"But-2-enedioic acid--N~2~,N~2~-diethyl-2-methyl-N~1~-(6-phenyl-5-propylpyridazin-3-yl)propane-1,2-diamine (3/2)"
DTXSID4047339,SR144190
DTXSID60623476,"N-(1,2,3,4-Tetrahydroisoquinolin-5-yl)methanesulfonamide--hydrogen chloride (1/1)"
DTXSID80443254,N-(2-benzoylphenyl)tyrosine methyl ester
DTXSID00457217,N-(3-ACETYLPHENYL)-N-METHYLACETAMIDE
DTXSID10436351,N-{3-Chloro-4-[(3-fluorophenyl)methoxy]phenyl}-6-iodoquinazolin-4-amine
DTXSID60628906,"N-(3,4-Dichlorophenyl)-N-(3-{[(2,3-dihydro-1H-inden-2-yl)methyl]amino}propyl)-5,6,7,8-tetrahydronaphthalene-2-carboxamide"
DTXSID80940950,"5-Hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid--N-(5-amino-4-hydroxy-1,6-diphenylhexan-2-yl)-2-(2-hydroxy-5,6-dihydropyrimidin-1(4H)-yl)-3-methylbutanimidic acid (1/1)"
DTXSID90450217,L-N-Butylsulfonyl-p-hydroxyphenylalanine
DTXSID20446264,N-(Butane-1-sulfonyl)-O-[4-(pyridin-4-yl)butyl]-L-tyrosine
DTXSID00431092,tert-Butyl {(1S)-1-[(2R)-oxiran-2-yl]-2-phenylethyl}carbamate
DTXSID50180008,tert-Butylhydroxylamine acetate
DTXSID80465310,Fmoc-His(Trt)-OH
DTXSID70448258,Fmoc-Gln(Trt)-OH
DTXSID80348710,Fmoc-Asn(Trt)-OH
DTXSID0040751,N-(9-Fluorenylmethoxycarbonyl)-L-leucine
DTXSID60431755,Fmoc-Trp(Boc)-OH
DTXSID40430867,tert-Butyl 2-{[4-(pyridin-2-yl)phenyl]methyl}hydrazine-1-carboxylate
DTXSID40477277,"tert-Butyl 2-{(2S,3S)-3-[(tert-butoxycarbonyl)amino]-2-hydroxy-4-phenylbutyl}-2-{[4-(pyridin-2-yl)phenyl]methyl}hydrazine-1-carboxylate"
DTXSID50897604,Lipstatin
DTXSID0075239,"3H-1,2,3-Triazolo[4,5-b]pyridine, 3-hydroxy-"
DTXSID80460466,N-(Methoxycarbonyl)-3-methyl-L-valine
DTXSID00697651,3-(Methylamino)-1-(thiophen-2-yl)prop-2-en-1-one
DTXSID00562557,N-Methyl-2-(4-nitrophenoxy)-N-[2-(4-nitrophenyl)ethyl]ethan-1-amine
DTXSID8047347,SR271425
DTXSID40432427,"4-Amino-N-[(2R,3S)-3-amino-2-hydroxy-4-phenylbutyl]-N-(2-methylpropyl)benzene-1-sulfonamide"
DTXSID20437713,"N-[(2R,3S)-3-Amino-2-hydroxy-4-phenylbutyl]-N-(2-methylpropyl)-4-nitrobenzene-1-sulfonamide--hydrogen chloride (1/1)"
DTXSID50947830,"2-Chloro-3-(dimethylamino)-N,N-dimethylprop-2-en-1-iminium hexafluoridophosphate(1-)"
DTXSID20953842,"N-[2-Fluoro-5-({3-[2-(pyridin-2-yl)ethenyl]-2H-indazol-6-yl}amino)phenyl]-1,3-dimethyl-1H-pyrazole-5-carboxamide"
DTXSID00467119,N-[3-Carbamoyl-5-ethyl-1-(2-methoxyethyl)-1H-pyrazol-4-yl]-2-ethoxy-5-(4-ethylpiperazine-1-sulfonyl)pyridine-3-carboxamide
DTXSID50721798,"N-{4-[4-(4-Hydroxyphenyl)piperazin-1-yl]phenyl}-1-[(2S,3S)-2-methyl-1-phenoxypentan-3-yl]hydrazine-1-carboxamide"
DTXSID40883314,"1,2-Ethanediamine, N1,N2-bis(phenylmethyl)-, acetate (1:2)"
DTXSID60436740,"Butanoic acid,4,4'-dithiobis[2-[(trifluoroacetyl)amino]-, (R*,R*)- (9CI)"
DTXSID2057788,o-Chlorothiophenol
DTXSID20146934,O-2-Naphthyl chlorothioformate
DTXSID60670001,"O-[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl] O,O-diethyl phosphorothioate"
DTXSID30867062,"Pentamethylene bis[1-(3,4-dimethoxybenzyl)-3,4-dihydro-6,7-dimethoxy-1H-isoquinoline-2-propionate], dioxalate"
DTXSID0060933,"Carbonochloridic acid, pentyl ester"
DTXSID60930435,"8-Chloro-1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione--3-methyl-2-phenylmorpholine (1/1)"
DTXSID90371478,3-Hydroxythiophenol
DTXSID10946228,"2,2'-[(4-Hydroxyphenyl)methylene]bis(4-{[(5-methyl-1H-tetrazol-1-yl)amino]methylidene}cyclohexa-2,5-dien-1-one)"
DTXSID60574070,10H-Phenothiazin-2-amine
DTXSID10865001,"Propanedioic acid, 2-phenyl-, 1-phenyl ester"
DTXSID10361710,Phenyl (4-(4-(4-hydroxyphenyl)piperazin-1-yl)phenyl)carbamate
DTXSID90592328,1-(2-Chloroethyl)-4-[3-(trifluoromethyl)phenyl]piperazine--hydrogen chloride (1/2)
DTXSID10721799,Potassium (2R)-[(4-methoxy-4-oxobut-2-en-2-yl)amino](phenyl)acetate
DTXSID80892162,Dane Salt
DTXSID00236761,Potassium (2S-trans)-3-(((2-(formylamino)thiazol-4-yl)oxoacetyl)amino)-2-methyl-4-oxoazetidine-1-sulphonate
DTXSID8045983,Hypoxanthine
DTXSID0046517,Praxadine hydrochloride
DTXSID00583661,Pyrrolidin-3-amine--hydrogen chloride (1/2)
DTXSID50862716,1-Azabicyclo[2.2.2]octan-3-ol
DTXSID2057607,Quinuclidine
DTXSID60936013,"3-{2-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]ethenyl}-5-hydroxycyclohexan-1-one"
DTXSID50468979,3-(Dimethylamino)-1-(2-thienyl)-1-propanol
DTXSID6051433,Sennoside B
DTXSID60931503,Sodium (1-{[(1-{3-[2-(7-chloroquinolin-2-yl)ethenyl]phenyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl)sulfanyl]methyl}cyclopropyl)acetate
DTXSID00949586,"Sodium (cyclohexa-1,4-dien-1-yl)[(4-methoxy-4-oxobut-2-en-2-yl)amino]acetate"
DTXSID10659220,Sodium 4-chloro-1-hydroxybutane-1-sulfonate
DTXSID50974500,"Sodium 1H-1,2,3-triazole-5-thiolate--water (1/1/2)"
DTXSID701003676,Sodium 4-(2-hydroxy-2-sulfopropyl)-2-methoxyphenolate
DTXSID301004808,5-Methyl-N-[2-(4-sulfamoylphenyl)ethyl]pyrazine-2-carboximidic acid--sodium (1/1)
DTXSID10914846,"Methyl 10,13-dimethyl-3,5'-dioxo-1,2,3,6,7,8,10,12,13,14,15,16-dodecahydrospiro[cyclopenta[a]phenanthrene-17,2'-oxolane]-7-carboxylate"
DTXSID10561637,tert-Butyl {1-oxo-1-[(pyrrolidin-3-yl)amino]propan-2-yl}carbamate
DTXSID40928678,"tert-Butyl hydrogen 3-azTert-butyl (1R,5S,6r)-3-azabicyclo[3.1.0]hexan-6-ylcarbamate"
DTXSID60370195,"tert-Butyl [(4R,6R)-6-(cyanomethyl)-2,2-dimethyl-1,3-dioxan-4-yl]acetate"
DTXSID50865742,tert-Butyl (triphenylphosphoranylidene) acetate
DTXSID10932247,"tert-Butyl hydrogen (5-amino-4-hydroxy-1,6-diphenylhexan-2-yl)carbonimidate"
DTXSID40516610,"tert-Butyl (3,4-dihydroxy-1-phenylbutan-2-yl)carbamate"
DTXSID60700554,"tert-Butyl ({2-[(5-oxo-2,5-dihydro-1,2,4-oxadiazol-3-yl)methyl]cyclohexyl}methyl)carbamate"
DTXSID00936658,"tert-Butyl 4-ethoxy-7-(2-imino-2,3-dihydro-1,3-thiazol-4-yl)-10,10-dimethyl-6-oxo-4-sulfanylidene-3,5,9-trioxa-8-aza-4lambda~5~-phosphaundec-7-en-11-oate"
DTXSID80349181,N-Boc-L-prolinol
DTXSID00701747,tert-Butyl {2-[benzyl(methyl)amino]-2-oxo-1-phenylethyl}carbamate--hydrogen chloride (1/1)
DTXSID20715644,"tert-Butyl (4S)-4-ethyl-4,6-dihydroxy-3,10-dioxo-3,4,8,10-tetrahydro-1H-pyrano[3,4-f]indolizine-7-carboxylate"
DTXSID40378639,tert-Butyl diethylphosphonoacetate
DTXSID60512270,"4-Methylbenzene-1-sulfonic acid--tert-butyl (3S)-1,2,3,4-tetrahydroisoquinoline-3-carboxylate (1/1)"
DTXSID50431244,"tert-Butyl 2,4-dideoxy-3,5-O-(1-methylethylidene)-D-erythro-hexonate"
DTXSID30951536,"tert-Butyl (6-{2-[4-(4-fluorophenyl)-2-[(methanesulfonyl)(methyl)amino]-6-(propan-2-yl)pyrimidin-5-yl]ethenyl}-2,2-dimethyl-1,3-dioxan-4-yl)acetate"
DTXSID20433634,AGN-PC-0MWRAF
DTXSID60207654,"2-Methyl-3-sulfanyl-1,2-dihydro-1,2,4-triazine-5,6-dione"
DTXSID7044847,Tetraisopropyl methylenediphosphonate
DTXSID40376817,5-Hydroxymethylthiazole
DTXSID5040623,Thiazolidinedione
DTXSID4063749,2-Thiophenecarbonyl chloride
DTXSID5023661,Thymidine
DTXSID20455235,"2-Chloro-3-[4-(4-chlorophenyl)cyclohexyl]naphthalene-1,4-dione"
DTXSID80964358,4-(4-Chlorophenyl)cyclohexane-1-carboxylic acid
DTXSID80923581,1-Benzoyl-4-phenylproline
DTXSID60441879,(4R)-4-Hydroxy-1-{[(4-nitrophenyl)methoxy]carbonyl}-L-proline
